matchID,date,venueID,team1,team2,tossWin,tossDecision,playerOfMatch,winner,result,resultMargin
980963,2016-05-04,7,7,5,5,field,AD Russell,7,runs,7.0
980965,2016-05-05,8,3,11,11,field,AM Rahane,11,wickets,7.0
980967,2016-05-06,22,13,4,13,field,B Kumar,13,wickets,5.0
980969,2016-05-07,14,12,11,12,field,V Kohli,12,wickets,7.0
980971,2016-05-07,21,5,3,3,field,MP Stoinis,5,runs,9.0
980973,2016-05-08,5,8,13,8,field,A Nehra,13,runs,85.0
980975,2016-05-08,7,7,4,4,field,P Kumar,4,wickets,5.0
980977,2016-05-09,21,5,12,5,field,SR Watson,12,runs,1.0
980979,2016-05-10,5,11,13,13,bat,A Zampa,13,runs,4.0
980981,2016-05-11,14,12,8,8,field,KH Pandya,8,wickets,6.0
980983,2016-05-12,22,13,3,3,field,CH Morris,3,wickets,7.0
980985,2016-05-13,5,8,5,8,bat,MP Stoinis,5,wickets,7.0
980987,2016-05-14,14,12,4,4,field,AB de Villiers,12,runs,144.0
980989,2016-05-14,7,7,11,11,bat,YK Pathan,7,wickets,8.0
980991,2016-05-15,21,5,13,5,bat,HM Amla,13,wickets,7.0
980993,2016-05-15,5,8,3,3,field,KH Pandya,8,runs,80.0
980995,2016-05-16,7,7,12,12,field,V Kohli,12,wickets,9.0
980997,2016-05-17,5,11,3,11,field,AB Dinda,11,runs,19.0
980999,2016-05-18,14,12,5,5,field,V Kohli,12,runs,82.0
981001,2016-05-19,9,4,7,4,field,DR Smith,4,wickets,6.0
981003,2016-05-20,26,3,13,3,field,KK Nair,3,wickets,6.0
981005,2016-05-21,5,11,5,5,bat,MS Dhoni,11,wickets,4.0
981007,2016-05-21,9,4,8,4,field,SK Raina,4,wickets,6.0
981009,2016-05-22,7,7,13,13,field,YK Pathan,7,runs,22.0
981011,2016-05-22,26,3,12,12,field,V Kohli,12,wickets,6.0
981013,2016-05-24,14,4,12,12,field,AB de Villiers,12,wickets,4.0
981015,2016-05-25,8,13,7,7,field,MC Henriques,13,runs,22.0
981017,2016-05-27,8,4,13,13,field,DA Warner,13,wickets,4.0
981019,2016-05-29,14,12,13,13,bat,BCJ Cutting,13,runs,8.0
1082591,2017-04-05,22,13,12,12,field,Yuvraj Singh,13,runs,35.0
1082592,2017-04-06,16,11,8,11,field,SPD Smith,11,wickets,7.0
1082593,2017-04-07,24,4,7,7,field,CA Lynn,7,wickets,10.0
1082594,2017-04-08,11,5,11,5,field,GJ Maxwell,5,wickets,6.0
1082595,2017-04-08,14,12,3,12,bat,KM Jadhav,12,runs,15.0
1082596,2017-04-09,22,13,4,13,field,Rashid Khan,13,wickets,9.0
1082597,2017-04-09,32,8,7,8,field,N Rana,8,wickets,4.0
1082598,2017-04-10,11,5,12,12,bat,AR Patel,5,wickets,8.0
1082599,2017-04-11,16,11,3,11,field,SV Samson,3,runs,97.0
1082600,2017-04-12,32,8,13,8,field,JJ Bumrah,8,wickets,4.0
1082601,2017-04-13,7,7,5,7,field,SP Narine,7,wickets,8.0
1082602,2017-04-14,14,12,8,8,field,KA Pollard,8,wickets,4.0
1082603,2017-04-14,24,4,11,4,field,AJ Tye,4,wickets,7.0
1082604,2017-04-15,7,7,13,13,field,RV Uthappa,7,runs,17.0
1082605,2017-04-15,8,3,5,3,bat,CJ Anderson,3,runs,51.0
1082606,2017-04-16,32,8,4,8,field,N Rana,8,wickets,6.0
1082607,2017-04-16,14,12,11,12,field,BA Stokes,11,runs,27.0
1082608,2017-04-17,8,3,7,3,bat,NM Coulter-Nile,7,wickets,4.0
1082609,2017-04-17,22,13,5,5,field,B Kumar,13,runs,5.0
1082610,2017-04-18,24,4,12,4,field,CH Gayle,12,runs,21.0
1082611,2017-04-19,22,13,3,13,bat,KS Williamson,13,runs,15.0
1082612,2017-04-20,11,5,8,8,field,JC Buttler,8,wickets,8.0
1082613,2017-04-21,7,7,4,4,field,SK Raina,4,wickets,4.0
1082614,2017-04-22,32,8,3,3,field,MJ McClenaghan,8,runs,14.0
1082615,2017-04-22,16,11,13,11,field,MS Dhoni,11,wickets,6.0
1082616,2017-04-23,24,4,5,4,field,HM Amla,5,runs,26.0
1082617,2017-04-23,7,7,12,12,field,NM Coulter-Nile,7,runs,82.0
1082618,2017-04-24,32,8,11,8,field,BA Stokes,11,runs,3.0
1082620,2017-04-26,16,11,7,7,field,RV Uthappa,7,wickets,7.0
1082621,2017-04-27,14,12,4,4,field,AJ Tye,4,wickets,7.0
1082622,2017-04-28,7,7,3,7,field,G Gambhir,7,wickets,7.0
1082623,2017-04-28,21,5,13,5,field,Rashid Khan,13,runs,26.0
1082624,2017-04-29,16,11,12,12,field,LH Ferguson,11,runs,61.0
1082625,2017-04-29,24,4,8,4,bat,KH Pandya,8,tie,-1.0
1082626,2017-04-30,21,5,3,5,field,Sandeep Sharma,5,wickets,10.0
1082627,2017-04-30,22,13,7,7,field,DA Warner,13,runs,48.0
1082628,2017-05-01,32,8,12,12,bat,RG Sharma,8,wickets,5.0
1082629,2017-05-01,16,11,4,11,field,BA Stokes,11,wickets,5.0
1082630,2017-05-02,8,3,13,3,field,Mohammed Shami,3,wickets,6.0
1082631,2017-05-03,7,7,11,11,field,RA Tripathi,11,wickets,4.0
1082632,2017-05-04,8,3,4,3,field,RR Pant,3,wickets,7.0
1082633,2017-05-05,14,12,5,12,field,Sandeep Sharma,5,runs,19.0
1082634,2017-05-06,22,13,11,13,field,JD Unadkat,11,runs,12.0
1082635,2017-05-06,8,3,8,3,field,LMP Simmons,8,runs,146.0
1082636,2017-05-07,14,12,7,7,field,SP Narine,7,wickets,6.0
1082637,2017-05-07,21,5,4,4,field,DR Smith,4,wickets,6.0
1082638,2017-05-08,22,13,8,8,bat,S Dhawan,13,wickets,7.0
1082639,2017-05-09,21,5,7,7,field,MM Sharma,5,runs,14.0
1082640,2017-05-10,9,4,3,3,field,SS Iyer,3,wickets,2.0
1082641,2017-05-11,32,8,5,8,field,WP Saha,5,runs,7.0
1082642,2017-05-12,8,3,11,3,bat,KK Nair,3,runs,7.0
1082643,2017-05-13,9,4,13,13,field,Mohammed Siraj,13,wickets,8.0
1082644,2017-05-13,7,7,8,7,field,AT Rayudu,8,runs,9.0
1082645,2017-05-14,16,11,5,11,field,JD Unadkat,11,wickets,9.0
1082646,2017-05-14,8,3,12,12,bat,HV Patel,12,runs,10.0
1082647,2017-05-16,32,8,11,8,field,Washington Sundar,11,runs,20.0
1082648,2017-05-17,14,13,7,7,field,NM Coulter-Nile,7,wickets,7.0
1082649,2017-05-19,14,8,7,8,field,KV Sharma,8,wickets,6.0
1082650,2017-05-21,22,8,11,8,bat,KH Pandya,8,runs,1.0
1136561,2018-04-07,32,8,0,0,field,DJ Bravo,0,wickets,1.0
1136562,2018-04-08,21,5,3,5,field,KL Rahul,5,wickets,6.0
1136563,2018-04-08,7,7,12,7,field,SP Narine,7,wickets,4.0
1136564,2018-04-09,22,13,10,13,field,S Dhawan,13,wickets,9.0
1136565,2018-04-10,15,0,7,0,field,SW Billings,0,wickets,5.0
1136566,2018-04-11,25,10,3,3,field,SV Samson,10,runs,10.0
1136567,2018-04-12,22,13,8,13,field,Rashid Khan,13,wickets,1.0
1136568,2018-04-13,14,12,5,12,field,UT Yadav,12,wickets,4.0
1136569,2018-04-14,32,8,3,3,field,JJ Roy,3,wickets,7.0
1136570,2018-04-14,7,7,13,13,field,B Stanlake,13,wickets,5.0
1136571,2018-04-15,14,12,10,12,field,SV Samson,10,runs,19.0
1136572,2018-04-15,21,5,0,0,field,CH Gayle,5,runs,4.0
1136573,2018-04-16,7,7,3,3,field,N Rana,7,runs,71.0
1136574,2018-04-17,32,8,12,12,field,RG Sharma,8,runs,46.0
1136575,2018-04-18,25,10,7,7,field,N Rana,7,wickets,7.0
1136576,2018-04-19,21,5,13,5,bat,CH Gayle,5,runs,15.0
1136577,2018-04-20,16,0,10,10,field,SR Watson,0,runs,64.0
1136578,2018-04-21,7,7,5,5,field,KL Rahul,5,wickets,9.0
1136579,2018-04-21,14,12,3,12,field,AB de Villiers,12,wickets,6.0
1136580,2018-04-22,22,13,0,13,field,AT Rayudu,0,runs,4.0
1136581,2018-04-22,25,10,8,8,bat,JC Archer,10,wickets,3.0
1136582,2018-04-23,8,3,5,3,field,AS Rajpoot,5,runs,4.0
1136583,2018-04-24,32,8,13,8,field,Rashid Khan,13,runs,31.0
1136584,2018-04-25,14,12,0,0,field,MS Dhoni,0,wickets,5.0
1136585,2018-04-26,22,13,5,5,field,AS Rajpoot,13,runs,13.0
1136586,2018-04-27,8,3,7,7,field,SS Iyer,3,runs,55.0
1136587,2018-04-28,16,0,8,8,field,RG Sharma,8,wickets,8.0
1136588,2018-04-29,25,10,13,13,bat,KS Williamson,13,runs,11.0
1136589,2018-04-29,14,12,7,7,field,CA Lynn,7,wickets,6.0
1136590,2018-04-30,16,0,3,3,field,SR Watson,0,runs,13.0
1136591,2018-05-01,14,12,8,8,field,TG Southee,12,runs,14.0
1136592,2018-05-02,8,3,10,10,field,RR Pant,3,runs,4.0
1136593,2018-05-03,7,7,0,7,field,SP Narine,7,wickets,6.0
1136594,2018-05-04,11,5,8,8,field,SA Yadav,8,wickets,6.0
1136595,2018-05-05,16,0,12,0,field,RA Jadeja,0,wickets,6.0
1136596,2018-05-05,22,13,3,3,bat,Rashid Khan,13,wickets,7.0
1136597,2018-05-06,32,8,7,7,field,HH Pandya,8,runs,13.0
1136598,2018-05-06,11,5,10,5,field,Mujeeb Ur Rahman,5,wickets,6.0
1136599,2018-05-07,22,13,12,12,field,KS Williamson,13,runs,5.0
1136600,2018-05-08,25,10,5,10,bat,JC Buttler,10,runs,15.0
1136601,2018-05-09,7,7,8,7,field,Ishan Kishan,8,runs,102.0
1136602,2018-05-10,8,3,13,3,bat,S Dhawan,13,wickets,9.0
1136603,2018-05-11,25,10,0,0,bat,JC Buttler,10,wickets,4.0
1136604,2018-05-12,11,5,7,5,field,SP Narine,7,runs,31.0
1136605,2018-05-12,8,3,12,12,field,AB de Villiers,12,wickets,5.0
1136606,2018-05-13,16,0,13,0,field,AT Rayudu,0,wickets,8.0
1136607,2018-05-13,32,8,10,10,field,JC Buttler,10,wickets,7.0
1136608,2018-05-14,11,5,12,12,field,UT Yadav,12,wickets,10.0
1136609,2018-05-15,7,7,10,7,field,Kuldeep Yadav,7,wickets,6.0
1136610,2018-05-16,32,8,5,5,field,JJ Bumrah,8,runs,3.0
1136611,2018-05-17,14,12,13,13,field,AB de Villiers,12,runs,14.0
1136612,2018-05-18,8,3,0,0,field,HV Patel,3,runs,34.0
1136613,2018-05-19,25,10,12,10,bat,S Gopal,10,runs,30.0
1136614,2018-05-19,22,13,7,13,bat,CA Lynn,7,wickets,5.0
1136615,2018-05-20,8,3,8,3,bat,A Mishra,3,runs,11.0
1136616,2018-05-20,16,0,5,0,field,L Ngidi,0,wickets,5.0
1136617,2018-05-22,32,13,0,0,field,F du Plessis,0,wickets,2.0
1136618,2018-05-23,7,7,10,10,field,AD Russell,7,runs,25.0
1136619,2018-05-25,7,7,13,7,field,Rashid Khan,13,runs,14.0
1136620,2018-05-27,32,0,13,0,field,SR Watson,0,wickets,8.0
1175356,2019-03-23,15,0,12,0,field,Harbhajan Singh,0,wickets,7.0
1175357,2019-03-24,7,7,13,7,field,AD Russell,7,wickets,6.0
1175358,2019-03-24,32,8,2,8,field,RR Pant,2,runs,37.0
1175359,2019-03-25,25,10,5,10,field,CH Gayle,5,runs,14.0
1175360,2019-03-26,8,2,0,2,bat,SR Watson,0,wickets,6.0
1175361,2019-03-27,7,7,5,5,field,AD Russell,7,runs,28.0
1175362,2019-03-28,14,12,8,12,field,JJ Bumrah,8,runs,6.0
1175363,2019-03-29,22,13,10,10,bat,Rashid Khan,13,wickets,5.0
1175364,2019-03-30,21,5,8,5,field,MA Agarwal,5,wickets,8.0
1175365,2019-03-30,8,2,7,2,field,PP Shaw,2,tie,-1.0
1175366,2019-03-31,22,13,12,12,field,JM Bairstow,13,runs,118.0
1175367,2019-03-31,15,0,10,10,field,MS Dhoni,0,runs,8.0
1175368,2019-04-01,21,5,2,2,field,SM Curran,5,runs,14.0
1175369,2019-04-02,25,10,12,10,field,S Gopal,10,wickets,7.0
1175370,2019-04-03,32,8,0,0,field,HH Pandya,8,runs,37.0
1175371,2019-04-04,8,2,13,13,field,JM Bairstow,13,wickets,5.0
1175372,2019-04-05,14,12,7,7,field,AD Russell,7,wickets,5.0
1178393,2019-04-06,15,0,5,0,bat,Harbhajan Singh,0,runs,22.0
1178394,2019-04-06,22,13,8,13,field,AS Joseph,8,runs,40.0
1178395,2019-04-07,14,12,2,2,field,K Rabada,2,wickets,4.0
1178396,2019-04-07,25,10,7,7,field,HF Gurney,7,wickets,8.0
1178397,2019-04-08,21,5,13,5,field,KL Rahul,5,wickets,6.0
1178398,2019-04-09,15,0,7,0,field,DL Chahar,0,wickets,7.0
1178399,2019-04-10,32,8,5,8,field,KA Pollard,8,wickets,3.0
1178400,2019-04-11,25,10,0,0,field,MS Dhoni,0,wickets,4.0
1178401,2019-04-12,7,7,2,2,field,S Dhawan,2,wickets,7.0
1178402,2019-04-13,32,8,10,10,field,JC Buttler,10,wickets,4.0
1178403,2019-04-13,21,5,12,12,field,AB de Villiers,12,wickets,8.0
1178404,2019-04-14,7,7,0,0,field,Imran Tahir,0,wickets,5.0
1178405,2019-04-14,22,13,2,13,field,KMA Paul,2,runs,39.0
1178406,2019-04-15,32,8,12,8,field,SL Malinga,8,wickets,5.0
1178407,2019-04-16,21,5,10,10,field,R Ashwin,5,runs,12.0
1178408,2019-04-17,22,13,0,0,bat,DA Warner,13,wickets,6.0
1178409,2019-04-18,8,2,8,8,bat,HH Pandya,8,runs,40.0
1178410,2019-04-19,7,7,12,7,field,V Kohli,12,runs,10.0
1178411,2019-04-20,25,10,8,10,field,SPD Smith,10,wickets,5.0
1178412,2019-04-20,8,2,5,2,field,SS Iyer,2,wickets,5.0
1178413,2019-04-21,22,13,7,13,field,KK Ahmed,13,wickets,9.0
1178414,2019-04-21,14,12,0,0,field,PA Patel,12,runs,1.0
1178415,2019-04-22,25,10,2,2,field,RR Pant,2,wickets,6.0
1178416,2019-04-23,15,0,13,0,field,SR Watson,0,wickets,6.0
1178417,2019-04-24,14,12,5,5,field,AB de Villiers,12,runs,17.0
1178418,2019-04-25,7,7,10,10,field,VR Aaron,10,wickets,3.0
1178419,2019-04-26,15,0,8,0,field,RG Sharma,8,runs,46.0
1178420,2019-04-27,25,10,13,10,field,JD Unadkat,10,wickets,7.0
1178421,2019-04-28,8,2,12,2,bat,S Dhawan,2,runs,16.0
1178422,2019-04-28,7,7,8,8,field,AD Russell,7,runs,34.0
1178423,2019-04-29,22,13,5,5,field,DA Warner,13,runs,45.0
1178424,2019-04-30,14,12,10,10,field,,,,-1.0
1178425,2019-05-01,15,0,2,2,field,MS Dhoni,0,runs,80.0
1178426,2019-05-02,32,8,13,8,bat,JJ Bumrah,8,tie,-1.0
1178427,2019-05-03,21,5,7,7,field,Shubman Gill,7,wickets,7.0
1178428,2019-05-04,8,2,10,10,bat,A Mishra,2,wickets,5.0
1178429,2019-05-04,14,12,13,12,field,SO Hetmyer,12,wickets,4.0
1178430,2019-05-05,21,5,0,5,field,KL Rahul,5,wickets,6.0
1178431,2019-05-05,32,8,7,8,field,HH Pandya,8,wickets,9.0
1181764,2019-05-07,15,8,0,0,bat,SA Yadav,8,wickets,6.0
1181766,2019-05-08,5,2,13,2,field,RR Pant,2,wickets,2.0
1181767,2019-05-10,5,0,2,0,field,F du Plessis,0,wickets,6.0
1181768,2019-05-12,22,8,0,8,bat,JJ Bumrah,8,runs,1.0
1216492,2020-09-19,28,8,0,0,field,AT Rayudu,0,wickets,5.0
1216493,2020-09-20,6,2,5,5,field,MP Stoinis,2,tie,-1.0
1216494,2020-10-21,28,7,12,7,bat,Mohammed Siraj,12,wickets,8.0
1216495,2020-11-03,27,8,13,13,field,S Nadeem,13,wickets,10.0
1216496,2020-09-22,27,10,0,0,field,SV Samson,10,runs,16.0
1216497,2020-10-24,28,7,2,2,field,CV Varun,7,runs,59.0
1216498,2020-10-24,6,5,13,13,field,CJ Jordan,5,runs,12.0
1216499,2020-10-28,28,12,8,8,field,SA Yadav,8,wickets,5.0
1216500,2020-10-09,27,2,10,10,field,R Ashwin,2,runs,46.0
1216501,2020-10-07,28,7,0,7,bat,RA Tripathi,7,runs,10.0
1216502,2020-10-31,27,12,13,13,field,Sandeep Sharma,13,wickets,5.0
1216503,2020-10-01,28,8,5,5,field,KA Pollard,8,runs,48.0
1216504,2020-09-30,6,7,10,10,field,Shivam Mavi,7,runs,37.0
1216505,2020-11-02,28,12,2,2,field,A Nortje,2,wickets,6.0
1216506,2020-11-01,28,5,0,0,field,RD Gaikwad,0,wickets,9.0
1216507,2020-10-11,6,13,10,13,bat,R Tewatia,10,wickets,5.0
1216508,2020-09-23,28,8,7,7,field,RG Sharma,8,runs,49.0
1216509,2020-10-17,27,0,2,0,bat,S Dhawan,2,wickets,5.0
1216510,2020-09-24,6,5,12,12,field,KL Rahul,5,runs,97.0
1216511,2020-10-06,28,8,10,8,bat,SA Yadav,8,runs,57.0
1216512,2020-10-18,28,7,13,13,field,LH Ferguson,7,tie,-1.0
1216513,2020-10-04,6,5,0,5,bat,SR Watson,0,wickets,10.0
1216514,2020-10-03,28,10,12,10,bat,YS Chahal,12,wickets,8.0
1216515,2020-10-03,27,2,7,7,field,SS Iyer,2,runs,18.0
1216516,2020-10-02,6,13,0,13,bat,PK Garg,13,runs,7.0
1216517,2020-10-18,6,8,5,8,bat,KL Rahul,5,tie,-1.0
1216518,2020-10-22,6,10,13,13,field,MK Pandey,13,wickets,8.0
1216519,2020-10-05,6,2,12,12,field,AR Patel,2,runs,59.0
1216520,2020-10-26,27,7,5,5,field,CH Gayle,5,wickets,8.0
1216521,2020-10-23,27,0,8,8,field,TA Boult,8,wickets,10.0
1216522,2020-10-17,6,10,12,10,bat,AB de Villiers,12,wickets,7.0
1216523,2020-10-10,28,7,5,7,bat,KD Karthik,7,runs,2.0
1216524,2020-10-27,6,13,2,2,field,WP Saha,13,runs,88.0
1216525,2020-10-10,6,12,0,12,bat,V Kohli,12,runs,37.0
1216526,2020-10-16,28,7,8,7,bat,Q de Kock,8,wickets,8.0
1216527,2020-09-27,27,5,10,10,field,SV Samson,10,wickets,4.0
1216528,2020-10-13,6,0,13,0,bat,RA Jadeja,0,runs,20.0
1216529,2020-10-11,28,2,8,2,bat,Q de Kock,8,wickets,5.0
1216530,2020-11-01,6,7,10,10,field,PJ Cummins,7,runs,60.0
1216531,2020-10-15,27,12,5,12,bat,KL Rahul,5,wickets,8.0
1216532,2020-09-29,28,13,2,2,field,Rashid Khan,13,runs,15.0
1216533,2020-10-19,28,0,10,0,bat,JC Buttler,10,wickets,7.0
1216534,2020-09-21,6,12,13,13,field,YS Chahal,12,runs,10.0
1216535,2020-10-31,6,2,8,8,field,Ishan Kishan,8,wickets,9.0
1216536,2020-10-29,6,7,0,0,field,RD Gaikwad,0,wickets,6.0
1216537,2020-10-30,28,5,10,10,field,BA Stokes,10,wickets,7.0
1216538,2020-10-04,27,8,13,8,bat,TA Boult,8,runs,34.0
1216539,2020-09-25,6,2,0,0,field,PP Shaw,2,runs,44.0
1216540,2020-10-12,27,12,7,12,bat,AB de Villiers,12,runs,82.0
1216541,2020-10-25,28,8,10,8,bat,BA Stokes,10,wickets,8.0
1216542,2020-10-08,6,13,5,13,bat,JM Bairstow,13,runs,69.0
1216543,2020-10-14,6,2,10,2,bat,A Nortje,2,runs,13.0
1216544,2020-10-25,6,12,0,12,bat,RD Gaikwad,0,wickets,8.0
1216545,2020-09-26,28,13,7,13,bat,Shubman Gill,7,wickets,7.0
1216546,2020-10-20,6,2,5,2,bat,S Dhawan,5,wickets,5.0
1216547,2020-09-28,6,12,8,8,field,AB de Villiers,12,tie,-1.0
1237177,2020-11-05,6,8,2,2,field,JJ Bumrah,8,runs,57.0
1237178,2020-11-06,28,12,13,13,field,KS Williamson,13,wickets,6.0
1237180,2020-11-08,28,2,13,2,bat,MP Stoinis,2,runs,17.0
1237181,2020-11-10,6,2,8,2,bat,TA Boult,8,wickets,5.0
